MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60.0,186641.26585577757,9588.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,8.0,5.0,2007.0,2007,170094.8115687993,176563.76987447697,217102.38524590165,217920.75833333333,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1482.0,2574.0,2,3.0,1.0,4,10.0,7,2,11,2007,254032.98770491802,251881.22,276000.0
80.0,186641.26585577757,8471.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,136793.13513513515,180544.67460317462,177573.58892733563,181533.3168032787,166627.03846153847,6.0,7.0,1977.0,1995,170094.8115687993,176563.76987447697,159924.63513513515,168112.38732394367,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1212.0,1212.0,1,3.0,1.0,2,6.0,7,2,7,2006,171367.35477505918,173311.0876460768,151000.0
50.0,125457.08256880734,5500.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,2,127030.9424778761,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,5.0,7.0,1929.0,2001,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,131366.67465753425,178375.568627451,2,1,182896.38943028485,926.0,1316.0,1,3.0,1.0,2,6.0,7,2,4,2010,171367.35477505918,173311.0876460768,130000.0
30.0,125457.08256880734,5232.0,177526.0560522696,212540.25,143104.07936507938,177358.8269362577,174008.3174904943,2,127030.9424778761,132279.94791666666,177573.58892733563,181533.3168032787,173044.18112947658,5.0,5.0,1925.0,2004,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,131366.67465753425,178375.568627451,3,0,97333.33333333333,764.0,764.0,1,2.0,1.0,2,4.0,7,0,6,2008,171367.35477505918,173311.0876460768,73000.0
20.0,186641.26585577757,12090.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,189050.0684931507,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,6.0,1981.0,1981,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,3,149508.12223974764,178375.568627451,2,1,182896.38943028485,1422.0,1422.0,2,3.0,1.0,3,7.0,7,2,6,2008,171367.35477505918,173311.0876460768,175500.0
60.0,186641.26585577757,11207.0,177526.0560522696,200291.10640495867,220184.57,177358.8269362577,176773.3085106383,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,6.0,5.0,1997.0,1997,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,2,217630.31607418857,178375.568627451,3,1,182896.38943028485,802.0,1511.0,2,3.0,1.0,2,8.0,7,2,6,2006,171367.35477505918,173311.0876460768,185000.0
75.0,186641.26585577757,8400.0,177526.0560522696,162895.42864864864,143104.07936507938,177358.8269362577,174008.3174904943,1,142591.36,180544.67460317462,177573.58892733563,181533.3168032787,203129.6875,5.0,7.5,1939.0,1997,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1052.0,2192.0,2,4.0,1.0,3,8.0,7,2,7,2008,171367.35477505918,173311.0876460768,179500.0
30.0,125457.08256880734,6900.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,100123.78378378379,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,6.0,1940.0,1955,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,2,149508.12223974764,178375.568627451,4,1,182896.38943028485,778.0,778.0,1,2.0,1.0,2,4.0,7,2,2,2008,171367.35477505918,173311.0876460768,120500.0
20.0,186641.26585577757,7917.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,128219.7,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,7.0,1976.0,1976,206094.0541958042,176563.76987447697,159924.63513513515,164280.28502415458,2,3,149508.12223974764,178375.568627451,2,1,182896.38943028485,1113.0,1113.0,1,3.0,1.0,2,6.0,7,2,5,2007,171367.35477505918,173311.0876460768,148000.0
60.0,213539.5923076923,10728.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,224056.5465116279,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,8.0,5.0,2006.0,2006,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,3,1,182896.38943028485,1095.0,1939.0,2,3.0,1.0,3,8.0,7,2,8,2006,254032.98770491802,251881.22,266000.0
20.0,186641.26585577757,17673.5,177526.0560522696,200291.10640495867,201440.97222222222,177358.8269362577,213260.81914893616,0,212565.42857142858,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,7.0,7.0,1954.0,2005,194690.0,241500.0,175896.43055555556,168112.38732394367,2,2,149508.12223974764,178375.568627451,4,1,182896.38943028485,1363.0,1363.0,1,2.0,1.0,2,5.0,4,2,4,2008,171367.35477505918,173311.0876460768,241500.0
60.0,186641.26585577757,11764.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,213260.81914893616,2,297854.15853658534,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,8.0,7.0,1999.0,2007,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1164.0,2270.0,2,4.0,1.0,3,9.0,7,2,4,2010,171367.35477505918,173311.0876460768,290000.0
20.0,186641.26585577757,9600.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,142475.4814814815,177573.58892733563,181533.3168032787,173044.18112947658,6.0,6.0,1958.0,1988,206094.0541958042,176563.76987447697,147215.9781553398,147579.0228426396,2,2,149508.12223974764,178375.568627451,3,1,182896.38943028485,1632.0,1632.0,2,3.0,1.0,2,6.0,6,2,4,2009,171367.35477505918,173311.0876460768,139000.0
20.0,186641.26585577757,8314.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,2,156270.1224489796,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.0,1982.0,1982,170094.8115687993,176563.76987447697,159924.63513513515,211477.5,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,816.0,816.0,1,2.0,1.0,2,5.0,7,2,6,2007,171367.35477505918,173311.0876460768,124500.0
50.0,186641.26585577757,7264.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,124834.05172413793,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,7.0,7.0,1925.0,2007,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,3,3,131366.67465753425,164689.80555555556,3,0,182896.38943028485,952.0,1548.0,2,3.0,1.0,4,5.0,7,2,10,2009,171367.35477505918,173311.0876460768,205000.0
20.0,186641.26585577757,9196.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,156270.1224489796,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,7.0,5.0,2003.0,2003,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1560.0,1560.0,2,3.0,1.0,3,7.0,7,2,4,2010,171367.35477505918,173311.0876460768,201000.0
20.0,186641.26585577757,17673.5,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,4.0,5.0,1951.0,1951,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,2,149508.12223974764,178375.568627451,4,1,182896.38943028485,864.0,864.0,1,2.0,1.0,2,4.0,7,2,6,2010,171367.35477505918,173311.0876460768,141000.0
20.0,186641.26585577757,14450.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,288322.5779220779,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,9.0,5.0,2006.0,2007,170094.8115687993,176563.76987447697,217102.38524590165,217920.75833333333,4,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,2121.0,2121.0,2,3.0,1.0,4,8.0,7,2,5,2007,254032.98770491802,251881.22,340037.5
60.0,186641.26585577757,10005.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,212565.42857142858,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,5.0,1977.0,1977,206094.0541958042,176563.76987447697,175896.43055555556,168112.38732394367,2,2,149508.12223974764,178375.568627451,4,1,182896.38943028485,1156.0,2022.0,2,4.0,1.0,2,8.0,7,2,3,2008,171367.35477505918,173311.0876460768,192000.0
60.0,186641.26585577757,11287.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,186555.7966101695,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,6.0,1989.0,1989,170094.8115687993,176563.76987447697,175896.43055555556,168112.38732394367,3,2,149508.12223974764,178375.568627451,3,1,182896.38943028485,1175.0,1982.0,2,3.0,1.0,3,7.0,7,2,1,2007,171367.35477505918,173311.0876460768,228500.0
20.0,213539.5923076923,7200.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,224056.5465116279,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,5.0,2006.0,2006,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,3,1,182896.38943028485,1262.0,1262.0,2,2.0,1.0,3,5.0,7,2,5,2006,254032.98770491802,251881.22,185000.0
120.0,186641.26585577757,5063.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,288322.5779220779,180544.67460317462,177573.58892733563,135911.62790697673,173044.18112947658,7.0,5.0,2007.0,2008,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1314.0,1314.0,2,2.0,1.0,3,6.0,7,2,4,2009,143700.0,173311.0876460768,207500.0
20.0,186641.26585577757,9612.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,224056.5465116279,142475.4814814815,177573.58892733563,181533.3168032787,173044.18112947658,8.0,5.0,2008.0,2009,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1468.0,1468.0,2,3.0,1.0,3,6.0,7,2,12,2009,254032.98770491802,251881.22,244600.0
120.0,186641.26585577757,8012.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,186555.7966101695,180544.67460317462,177573.58892733563,181260.05263157896,173044.18112947658,6.0,5.0,1992.0,1992,170094.8115687993,176563.76987447697,175896.43055555556,211477.5,3,2,217630.31607418857,178375.568627451,3,1,182896.38943028485,1575.0,1575.0,2,2.0,1.0,3,5.0,7,2,7,2007,171367.35477505918,173311.0876460768,179200.0
145.0,213539.5923076923,4251.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,224056.5465116279,180544.67460317462,177573.58892733563,181260.05263157896,203636.7393258427,7.0,5.0,2006.0,2007,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,625.0,1250.0,2,2.0,1.0,3,5.0,7,2,6,2007,254032.98770491802,251881.22,164700.0
50.0,186641.26585577757,9786.0,177526.0560522696,200291.10640495867,143104.07936507938,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,6.0,7.0,1962.0,1981,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1085.0,1734.0,1,3.0,1.0,3,7.0,7,2,6,2006,171367.35477505918,173311.0876460768,159000.0
20.0,186641.26585577757,8125.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,4.0,4.0,1971.0,1971,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,858.0,858.0,1,3.0,1.0,2,5.0,7,2,6,2006,171367.35477505918,173311.0876460768,88000.0
20.0,186641.26585577757,9819.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,136793.13513513515,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,5.0,1967.0,1967,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,3,149508.12223974764,178375.568627451,2,1,182896.38943028485,900.0,900.0,1,3.0,1.0,2,5.0,7,2,2,2010,171367.35477505918,173311.0876460768,122000.0
70.0,186641.26585577757,8730.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,124834.05172413793,181205.75,177573.58892733563,181533.3168032787,203636.7393258427,6.0,7.0,1915.0,2003,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,131366.67465753425,178375.568627451,4,1,122196.89361702128,698.0,1396.0,1,3.0,1.0,2,7.0,7,2,7,2007,171367.35477505918,173311.0876460768,153575.0
60.0,186641.26585577757,15611.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,8.0,5.0,2006.0,2006,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1079.0,1919.0,2,3.0,1.0,3,8.0,7,2,7,2006,254032.98770491802,251881.22,233230.0
145.0,186641.26585577757,5687.0,177526.0560522696,162895.42864864864,143104.07936507938,177358.8269362577,174008.3174904943,2,142591.36,180544.67460317462,177573.58892733563,128432.25806451614,203636.7393258427,5.0,6.0,1912.0,2000,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,1,217630.31607418857,178375.568627451,4,0,182896.38943028485,936.0,1716.0,2,4.5,1.0,1,9.0,7,0,3,2008,171367.35477505918,173311.0876460768,135900.0
50.0,186641.26585577757,11409.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,128219.7,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,5.0,4.0,1949.0,2008,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,149508.12223974764,178375.568627451,3,1,182896.38943028485,1148.0,1716.0,1,3.0,1.0,2,8.0,5,2,1,2009,171367.35477505918,173311.0876460768,131000.0
60.0,186641.26585577757,16659.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,189050.0684931507,225875.0,177573.58892733563,181533.3168032787,203636.7393258427,7.0,7.0,1977.0,1994,170094.8115687993,176563.76987447697,175896.43055555556,168112.38732394367,2,2,149508.12223974764,178375.568627451,1,1,182896.38943028485,1468.0,2263.0,2,3.0,1.0,3,9.0,7,2,3,2006,171367.35477505918,173311.0876460768,235000.0
20.0,186641.26585577757,9600.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,5.0,1953.0,1953,206094.0541958042,176563.76987447697,159924.63513513515,164280.28502415458,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1644.0,1644.0,1,3.0,1.0,2,7.0,7,2,10,2009,171367.35477505918,173311.0876460768,167000.0
80.0,186641.26585577757,7937.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,213260.81914893616,2,156270.1224489796,180544.67460317462,177573.58892733563,181533.3168032787,166627.03846153847,6.0,6.0,1984.0,1984,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1003.0,1003.0,1,3.0,1.0,2,6.0,7,2,3,2006,171367.35477505918,173311.0876460768,142500.0
50.0,125457.08256880734,13710.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,100123.78378378379,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,5.0,5.0,1950.0,1950,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,149508.12223974764,178375.568627451,2,1,122196.89361702128,910.0,1558.0,1,4.0,1.0,2,6.0,7,2,6,2007,171367.35477505918,173311.0876460768,152000.0
60.0,213539.5923076923,7399.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,224056.5465116279,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,5.0,1997.0,1998,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,975.0,1950.0,2,3.0,1.0,3,7.0,7,2,6,2007,171367.35477505918,173311.0876460768,239000.0
60.0,186641.26585577757,11700.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,189050.0684931507,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,6.0,6.0,1968.0,1968,180568.42857142858,176563.76987447697,159924.63513513515,138000.0,3,2,149508.12223974764,178375.568627451,3,1,182896.38943028485,1041.0,1743.0,1,3.0,1.0,2,7.0,7,2,6,2007,171367.35477505918,173311.0876460768,175000.0
20.0,186641.26585577757,14000.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,208419.08823529413,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,7.5,1950.0,2004,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,3,149508.12223974764,178375.568627451,4,1,182896.38943028485,1152.0,1152.0,1,3.0,1.0,3,6.0,7,2,8,2009,171367.35477505918,149600.0,158500.0
145.0,186641.26585577757,15750.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,2,208419.08823529413,180544.67460317462,177573.58892733563,128432.25806451614,173044.18112947658,5.0,5.0,1953.0,1953,206094.0541958042,176563.76987447697,149016.80681818182,149386.43691588784,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1336.0,1336.0,1,2.0,1.0,2,5.0,7,2,6,2006,171367.35477505918,173311.0876460768,157000.0
60.0,186641.26585577757,16226.0,177526.0560522696,212540.25,176679.91456903127,177358.8269362577,174008.3174904943,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,8.0,5.0,1998.0,1999,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1210.0,2452.0,2,4.0,1.0,3,9.0,7,2,5,2007,171367.35477505918,173311.0876460768,267000.0
20.0,186641.26585577757,13704.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,7.0,5.0,2001.0,2002,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1541.0,1541.0,2,3.0,1.0,3,6.0,7,2,1,2006,171367.35477505918,173311.0876460768,205000.0
20.0,186641.26585577757,9800.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.0,1972.0,1972,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,2,217630.31607418857,178375.568627451,2,1,182896.38943028485,894.0,894.0,1,3.0,1.0,2,5.0,7,2,7,2006,171367.35477505918,142517.09405940594,149900.0
75.0,125457.08256880734,17673.5,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,127030.9424778761,180544.67460317462,177573.58892733563,181533.3168032787,203129.6875,7.0,7.5,1885.0,2002,170094.8115687993,176563.76987447697,217102.38524590165,217920.75833333333,2,2,131366.67465753425,178375.568627451,4,1,182896.38943028485,1675.0,2747.625,3,3.0,1.0,3,10.0,7,2,5,2008,171367.35477505918,173311.0876460768,295000.0
20.0,186641.26585577757,10386.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,8.0,5.0,2004.0,2005,170094.8115687993,176563.76987447697,217102.38524590165,217920.75833333333,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,2000.0,2000.0,2,3.0,1.0,3,8.0,7,2,7,2007,171367.35477505918,173311.0876460768,305900.0
60.0,186641.26585577757,13474.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,186555.7966101695,142475.4814814815,177573.58892733563,181533.3168032787,203636.7393258427,7.0,5.0,1990.0,1991,170094.8115687993,176563.76987447697,159924.63513513515,168112.38732394367,3,2,149508.12223974764,178375.568627451,3,1,182896.38943028485,1122.0,2243.0,2,4.0,1.0,3,8.0,7,2,6,2007,171367.35477505918,173311.0876460768,225000.0
50.0,125457.08256880734,7920.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,100123.78378378379,132279.94791666666,177573.58892733563,181533.3168032787,142396.44805194804,6.0,7.0,1920.0,1950,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,1,149508.12223974764,178375.568627451,2,1,122196.89361702128,1035.0,1406.0,1,3.0,1.0,1,6.0,7,0,3,2008,171367.35477505918,173311.0876460768,89500.0
30.0,186641.26585577757,12342.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,128219.7,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,4.0,5.0,1940.0,1950,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,2,149508.12223974764,178375.568627451,4,1,182896.38943028485,861.0,861.0,1,1.0,1.0,2,4.0,7,2,3,2009,171367.35477505918,173311.0876460768,82500.0
20.0,186641.26585577757,12378.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,288322.5779220779,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,9.0,5.0,2003.0,2004,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1944.0,1944.0,2,3.0,1.0,4,8.0,7,2,11,2006,171367.35477505918,173311.0876460768,340037.5
60.0,186641.26585577757,7685.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,6.0,5.0,1993.0,1994,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,217630.31607418857,178375.568627451,3,1,182896.38943028485,697.0,1501.0,2,3.0,1.0,3,6.0,7,2,5,2006,171367.35477505918,173311.0876460768,165600.0
20.0,186641.26585577757,8000.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,6.0,1948.0,2002,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,3,149508.12223974764,178375.568627451,4,1,182896.38943028485,972.0,972.0,1,2.0,1.0,2,5.0,7,2,5,2009,171367.35477505918,173311.0876460768,132000.0
145.0,125457.08256880734,7800.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,127030.9424778761,132279.94791666666,177573.58892733563,128432.25806451614,142396.44805194804,5.0,7.0,1939.0,1950,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,793.0,1118.0,1,3.0,1.0,2,5.0,7,2,5,2006,171367.35477505918,173311.0876460768,119900.0
20.0,186641.26585577757,17673.5,177526.0560522696,212540.25,201440.97222222222,177358.8269362577,174008.3174904943,0,239529.3552631579,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,7.0,5.0,1965.0,1965,206094.0541958042,176563.76987447697,191693.25,190821.0,2,2,149508.12223974764,164689.80555555556,2,1,182896.38943028485,2036.0,2036.0,2,3.0,1.0,2,8.0,7,2,6,2009,171367.35477505918,173311.0876460768,340037.5
70.0,125457.08256880734,9600.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,127030.9424778761,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,7.0,1925.0,1990,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,131366.67465753425,178375.568627451,4,1,182896.38943028485,832.0,1641.0,1,3.0,1.0,4,6.0,7,2,8,2006,171367.35477505918,173311.0876460768,178000.0
60.0,186641.26585577757,7795.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,5.0,2004.0,2005,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,716.0,1432.0,2,3.0,1.0,3,6.0,7,2,7,2009,171367.35477505918,173311.0876460768,188500.0
60.0,186641.26585577757,13005.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,189050.0684931507,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,7.0,1980.0,1980,170094.8115687993,176563.76987447697,217102.38524590165,217920.75833333333,3,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1153.0,2353.0,2,4.0,1.0,4,10.0,7,2,8,2009,171367.35477505918,173311.0876460768,260000.0
60.0,213539.5923076923,9000.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,224056.5465116279,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,8.0,5.0,2006.0,2006,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1088.0,1959.0,2,3.0,1.0,3,8.0,7,2,12,2007,171367.35477505918,173311.0876460768,270000.0
60.0,186641.26585577757,9900.0,177526.0560522696,162895.42864864864,201440.97222222222,177358.8269362577,174008.3174904943,1,297854.15853658534,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,5.0,1993.0,1993,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1372.0,2646.0,2,4.0,1.0,3,9.0,7,2,4,2009,171367.35477505918,173311.0876460768,260000.0
80.0,186641.26585577757,14115.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,189050.0684931507,180544.67460317462,177573.58892733563,181533.3168032787,166627.03846153847,7.0,5.0,1980.0,1980,170094.8115687993,176563.76987447697,175896.43055555556,168112.38732394367,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1472.0,1472.0,2,3.0,1.0,2,6.0,7,2,6,2009,171367.35477505918,173311.0876460768,187500.0
